"Technology_Text__c","Sub_Technology_Text__c","Product_Name__c","COUNT"
"Telepresence","Telepresence Management Suite Extension for Microsoft Exchange (TMSXE)","BE7M-M5-K9","1"
"Telepresence","Telepresence Management Suite Extension for Microsoft Exchange (TMSXE)","A-FLEX-TMS-PAK","2"
"Telepresence","Telepresence Management Suite Extension for Microsoft Exchange (TMSXE)","A-FLEX-TMS-SN","1"
"Telepresence","Telepresence Management Suite Extension for Microsoft Exchange (TMSXE)","A-FLEX-TMS-API","1"
"Data Center and Storage Networking","Nexus 9300 ( Non EX/FX/GX/R Series) - VXLAN/EVPN/LISP","N9K-C93180YC-FX3S","1"
"Cisco Secure Firewall Firepower - 6.6","Firepower Threat Defense (FTD) - Policy Deployment / Flex-Config Issue-6.6","FP8300-STACK","1"
"XR-Routing-Platforms","ASR 9000 Series - Network Management (SNMP, AAA, Netconf, Telemetry, Password Recovery)","A9K-RSP880-TR","1"
"XR-Routing-Platforms","ASR 9000 Series - Network Management (SNMP, AAA, Netconf, Telemetry, Password Recovery)","A9K-RSP880-TR=","1"
"Cisco Secure Firewall Firepower - 6.4 and below","Firepower 7000 / 8000 Series Appliance 6.4 and below","FP8300-STACK-K9","2"
"Identity Services Engine (ISE) - 3.0","ISE APIs (pxGrid / REST)","SNS-3655-K9","1"
"Identity Services Engine (ISE) - 3.0","ISE Admin Access","SNS-3695-K9","1"
"Identity Services Engine (ISE) - 2.7","ISE APIs (pxGrid / REST)","SNS-3655-K9","1"
"Telepresence","Webex Room Kit (On-Prem/not cloud registered)","CS-T10-TS+","1"
"Telepresence","Webex Room Kit (On-Prem/not cloud registered)","A-FLEX-P-UCM-12X","1"
"LAN Switching","Cat9500","C9500-48Y4C-A","1"
"LAN Switching","Cat9500","C9500-32QC-A","1"
"Data Center and Storage Networking","Data Center Network Manager (DCNM)","N9K-C9336C-FX2-B","2"
"Data Center and Storage Networking","Data Center Network Manager (DCNM)","N9K-C93180YC-FX3S","5"
"Wireless","Catalyst 9800 Wireless LAN Controller 80 Gbps (C9800-80)","C9800-80-K9","2"
"Cisco DNA Center - On-Prem","Cisco DNA Center - New Installs and Upgrades","C6807-DNA-A","2"
"Cisco DNA Center - On-Prem","Cisco DNA Center - New Installs and Upgrades","DN2-HW-APL-XL","2"
"Security - VPN and Mobility","Adaptive Security Appliance (ASA) VPN problem","ASA5506-K9","2"
"Data Center and Storage Networking","Data Center Network Manager (DCNM) - DCNM 11.x and below","N9K-C93180YC-FX3S","1"
"Telepresence","Expressway-C and E (Do not use for MRA or Collab Edge)","A-FLEX-EXP-E","3"
"Telepresence","Expressway-C and E (Do not use for MRA or Collab Edge)","A-FLEX-EXP-AN","1"
"Telepresence","Expressway-C and E (Do not use for MRA or Collab Edge)","A-FLEX-EXP-KEY","1"
"Security - Access Control - AAA and Policy Management","TACACS-Plus/AAA","SNS-3595-K9","1"
"Security - Access Control - AAA and Policy Management","TACACS-Plus/AAA","N9K-C93180YC-FX3S","1"
"Data Center and Storage Networking","Nexus 7000 - Routing Services (Including ACL, BFD, DHCP, HSRP, ITD, NAT, NETFLOW, NTP, PBR, PTP, SFLOW)","N77-C7710","1"
"Cisco DNA Center - On-Prem","Cisco DNA Center - Plug and Play (PnP)","DN2-HW-APL-XL","1"
"Cisco DNA Center - On-Prem","Cisco DNA Center - Certificate Management","DN2-HW-APL-XL","1"
"Data Center and Storage Networking","Nexus 9300 (EX/FX/GX/R Series) - VXLAN/EVPN/LISP","N9K-C9336C-FX2-B","1"
"Data Center Computing - (UCS Blade and Rack Mount Server Systems)","UCS-C Thermal, Fans, and Power Supply Alerts","UCSC-C240-M4S","1"
"Data Center Computing - (UCS Blade and Rack Mount Server Systems)","UCS-C Thermal, Fans, and Power Supply Alerts","UCSC-C240-M5S","1"
"XR-Routing-Platforms","ASR 9000 Series - Software Infra (Processes, Crashes, memory, CPU utilization)","ASR-9006-SYS","1"
"Cisco Secure Firewall Firepower - 7.0","Firepower (NGIPS / NGFW) - Performance Issue (CPU / Memory Utilization / Network / System Performance) - 7.0","FP8300-STK40G-K9","2"
"Identity Services Engine (ISE) - 2.4","ISE Guest / Sponsor / SAML","SNS-3595-K9","1"
"Cisco Secure Firewall Firepower - 7.2","Firepower - Crash / Traceback / Coredump / Other Platform Issues - 7.2","FP8300-STK40G-K9","1"
"XR-Routing-Platforms","ASR 9000 Series - Support protocols (HSRP, VRRP, DHCP, BFD, LACP/Bundle, ARP)","ASR-9006-SYS","1"
"Identity Services Engine (ISE) - 2.3 and Prior","Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing","SNS-3595-K9","1"
"Identity Services Engine (ISE) - 2.3 and Prior","APIs (pxGrid / REST)","SNS-3595-K9","1"
"Identity Services Engine (ISE) - 2.6","Authentication / Authorization","AIR-CT8540-1K-K9","1"
"Wireless","CMX 3375 Appliance","L-MSE-PAK-N","1"
"LAN Switching","Cat3850 - Switching Issues","STACK-T1-1M=","1"
"LAN Switching","Cat3850 - Switching Issues","PWR-C1-1100WAC","1"
"Data Center Storage and Storage Area Networking (SAN)","Hyperflex Data Platform - VMware vSphere","HX240C-M5SX","1"
"Wireless","1810 Series Wallplate Access Points (AIR-AP1810W)","AIR-AP1810W-S-K9","1"
"Identity Services Engine (ISE) - 2.4","ISE Performance (High CPU / Disk Full / GUI Slowness)","SNS-3595-K9","2"
"Data Center Storage and Storage Area Networking (SAN)","Hyperflex Data Platform - System/Other","HX240C-M5SX","1"
"Telepresence","Telepresence Management Suite TMS Booking and Monitoring (Scheduling and Conference Control Center)","A-FLEX-TMS-PAK","1"
"Telepresence","TelePresence CMS - Cisco Meeting Server (Acano Server)","A-FLEX-CMS-PAK","2"
"Telepresence","TelePresence CMS - Cisco Meeting Server (Acano Server)","CTI-CMS-1000-M5-K9","1"
"Identity Services Engine (ISE) - 2.6","ISE Admin Access","SNS-3655-K9","1"
"Voice - Communications Manager","Communications Manager Platform (SNMP, NTP, Operating System)","A-FLEX-P-UCM-12X","1"
"Telepresence","Telepresence Camera (Quad Camera, P60, P40, 12X, 4X, 2.5X, and USB PHD Cameras)","CTS-CAM-P60=","1"
"NMS (Network Management Services)","Prime Infrastructure 3.2  (performance, process crash and wired)","L-PI2X-BASE","1"
"Identity Services Engine (ISE) - 2.3 and Prior","Authentication / Authorization","SNS-3595-K9","1"
"Telepresence","Collaboration Edge / Mobile and Remote Access (MRA)","A-FLEX-EXP-KEY","1"
"Telepresence","Collaboration Edge / Mobile and Remote Access (MRA)","A-FLEX-EXP-E","1"
"Identity Services Engine (ISE) - 2.6","ISE Dashboards / LiveLogs / Context Visibility","SNS-3595-K9","1"
"Identity Services Engine (ISE) - 2.7","ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing","SNS-3595-K9","2"
"Telepresence","Cisco Meeting Management - CMM","A-FLEX-CMS-PAK","3"
"LAN Switching","Cat3850/3650 - Unexpected Reboot","WS-C3650-48FD-L","1"
"Security - VPN and Mobility","VPN with Routers (IPsec)","ASA5506-K9","1"
"Identity Services Engine (ISE) - 2.3","Authentication / Authorization","SNS-3595-K9","4"
"NMS (Network Management Services)","SNMP / MIBs","C9300-48U-A","1"
"NMS (Network Management Services)","SNMP / MIBs","N77-C7710","1"
"NMS (Network Management Services)","Prime Infrastructure 3.9  (performance, process crash and wired)","DN2-HW-APL-XL","1"
"Identity Services Engine (ISE) - 2.7","ISE Posture","C9300-48U-A","1"
"Identity Services Engine (ISE) - 2.3","Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing","SNS-3595-K9","8"
"Data Center and Storage Networking","Nexus 9200 - VXLAN/EVPN/LISP","N9K-C9336C-FX2-B","1"
"Data Center and Storage Networking","Nexus 9200 - VXLAN/EVPN/LISP","N9K-C93180YC-FX3S","1"
"Voice - Communications Manager","Business Edition 6000 series / 7000 series with UCM","BE7M-M5-K9","1"
"Router and IOS-XE Architecture","IOS-XE Memory Leaks","ASR1002-HX","1"
"Router and IOS-XE Architecture","IOS-XE Memory Leaks","ASR1009-X","1"
"LAN Switching","Cat6880/6840/6824/6816 (Fixed Supervisor) VSS","C6840-X-LE-40G","1"
"Wireless","2700 Series Access Point","AIR-CT8540-K9","1"
"Wireless","2700 Series Access Point","AIR-CAP2702I-S-K9","1"
"Security - Access Control - AAA and Policy Management","Radius/AAA","SNS-3595-K9","1"
"Security - Access Control - AAA and Policy Management","Radius/AAA","WS-C3650-48FD-S","1"
"Data Center and Storage Networking","Nexus 9300 ( Non EX/FX/R Series) - Switching Issue","N9K-C93180YC-FX3S","1"
"Data Center Computing - (UCS Blade and Rack Mount Server Systems)","UCS-C Storage - Local (Hard Disk, FlexFlash, NVMe, etc.)","UCSC-C240-M5S","1"
"Cisco Secure Firewall Firepower - 7.0","Firepower - Monitoring / Eventing / Logging - 7.0","FPR-C9300-AC","1"
"Identity Services Engine (ISE) - 3.1","ISE Install / Password Recovery / Backup / Restore / Hardware Failure","SNS-3595-K9","1"
"Cloud and Hybrid Products","Webex Calling for VAR (powered by BroadCloud, cloud-registered IP Phones)","A-MST-WX","1"
"Identity Services Engine (ISE) - 2.3","Performance (High CPU / Disk Full / GUI Slowness)","SNS-3595-K9","1"
"Data Center Storage and Storage Area Networking (SAN)","Hyperflex Hardware Infrastructure - Compute Node","HX240C-M5SX","1"
"Identity Services Engine (ISE) - 2.3 and Prior","ISE Guest / Sponsor / SAML","SNS-3595-K9","1"
"Identity Services Engine (ISE) - 2.1 and Prior","Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing","SNS-3595-K9","1"
"Identity Services Engine (ISE) - 2.3","Profiling","SNS-3595-K9","1"
"Security - Network Firewalls and Intrusion Prevention Systems","Sourcefire FirePOWER Services for ASA (SFR Modules)","FPNM-2LR-10G-BP","1"
"Cisco DNA - Software-Defined Access","Cisco DNA Center Appliance (SD-Access)","DN2-HW-APL-XL","1"
"Cisco DNA Center - On-Prem","Cisco DNA Center - Network Settings (wireless maps, network credentials, etc.)","DN2-HW-APL-XL","2"
