Technology_Text__c,Sub_Technology_Text__c,SW_Version__c,num,Norm_SWV
LAN Switching,Cat6500/6800 (Supervisor 2T) VSS,s6t64-adventerprisek9_npe-mz.SPA.155-1.SY1,3,155.1
LAN Switching,Cat6500/6800 (Supervisor 2T) VSS,s6t64-adventerprisek9-mz.SPA.155-1.SY3,6,155.1
LAN Switching,Cat6500/6800 (Supervisor 2T) VSS,1,1,1
Data Center and Storage Networking,Nexus 9200 - VXLAN/EVPN/LISP,9.3(5),1,9.3.5
Data Center and Storage Networking,Nexus 9200 - VXLAN/EVPN/LISP,2.2,1,2.2
SWL - L1 - Enterprise,SWL - L1 - Enterprise - Switching,ucs-c220m5-huu-4.1.2a.iso,3,4.1.2a
Cisco DNA Center - On-Prem,Cisco DNA Center - Provisioning,DNAC-SW-2.2.3.6.iso,3,2.2.3.6
Cisco DNA Center - On-Prem,Cisco DNA Center - Provisioning,DNAC-SW-2.2.3.6.bin,3,2.2.3.6
Cisco DNA Center - On-Prem,Cisco DNA Center - Provisioning,2.3.3.7,1,2.3.3.7
Cisco DNA Center - On-Prem,Cisco DNA Center - Provisioning,2.2.2.9,1,2.2.2.9
Wireless,CMX 10.x (Connected Mobile Experience),10.6.3,9,10.6.3
Wireless,CMX 10.x (Connected Mobile Experience),10.X,4,10
Wireless,CMX 10.x (Connected Mobile Experience),CISCO_CMX-3365-10.6.2-89.iso,3,3365.10.6.2.89
Wireless,CMX 10.x (Connected Mobile Experience),8.5.130.0,1,8.5.130.0
Wireless,CMX 10.x (Connected Mobile Experience),16.12.2s,1,16.12.2s
Wireless,CMX 10.x (Connected Mobile Experience),CISCO_CMX-10.4.0-93.cmx,3,10.4.0.93
Wireless,CMX 10.x (Connected Mobile Experience),NA-CIN_CLOSE_SW,6,NA-CIN_CLOSE_SW
Wireless,CMX 10.x (Connected Mobile Experience),CISCO_CMX-10.6.2-72.cmx,6,10.6.2.72
Wireless,CMX 10.x (Connected Mobile Experience),NA - COMPONENT ONLY,3,NA - COMPONENT ONLY
Wireless,CMX 10.x (Connected Mobile Experience),7.2.101.0,1,7.2.101.0
Wireless,CMX 10.x (Connected Mobile Experience),10.6.0,2,10.6.0
Wireless,CMX 10.x (Connected Mobile Experience),cisco_cmx-10.1.1-2.tar.gz,3,10.1.1.2
Wireless,CMX 10.x (Connected Mobile Experience),THIRD_PARTY_PRODUCT_SW,6,THIRD_PARTY_PRODUCT_SW
Wireless,CMX 10.x (Connected Mobile Experience),CISCO_CMX-10.6.1-47.cmx,3,10.6.1.47
Wireless,CMX 10.x (Connected Mobile Experience),C9800-80-universalk9_wlc.16.12.01s.SPA.bin,3,16.12.01s
Wireless,CMX 10.x (Connected Mobile Experience),MSE-VA-8-0-150-0.ova,3,8.0.150.0
Wireless,CMX 10.x (Connected Mobile Experience),CISCO_CMX-10.2.0-213.cmx,3,10.2.0.213
Wireless,CMX 10.x (Connected Mobile Experience),CISCO_CMX-10.4.1-15.cmx,3,10.4.1.15
Wireless,CMX 10.x (Connected Mobile Experience),CISCO_CMX-10.6.2-89.cmx,3,10.6.2.89
Wireless,CMX 10.x (Connected Mobile Experience),10.6.2,3,10.6.2
Wireless,CMX 10.x (Connected Mobile Experience),CMX10.4.1-15,1,10.4.1.15
Wireless,CMX 10.x (Connected Mobile Experience),10.3.1,1,10.3.1
Wireless,CMX 10.x (Connected Mobile Experience),CISCO_CMX-10.6.2-57.cmx,3,10.6.2.57
Wireless,CMX 10.x (Connected Mobile Experience),8.0.140.0,1,8.0.140.0
Wireless,CMX 10.x (Connected Mobile Experience),10.2.2,2,10.2.2
Wireless,CMX 10.x (Connected Mobile Experience),8.2.X,1,8.2
Wireless,CMX 10.x (Connected Mobile Experience),1,1,1
LAN Switching,"Cat6000, 6500 Layer 3 Switching (MLS and CEF)",NA - RMA,3,NA - RMA
Security - Network Firewalls and Intrusion Prevention Systems,FirePOWER - SSL Appliance (Sourcefire),Sourcefire_3D_Device_S3_Upgrade-6.2.0-362.sh,3,6.2.0.362
Security - Network Firewalls and Intrusion Prevention Systems,FirePOWER - SSL Appliance (Sourcefire),asa983-11-lfbff-k8.SPA,3,983.11
Security - Network Firewalls and Intrusion Prevention Systems,FirePOWER - SSL Appliance (Sourcefire),CISCO FIREPOWER,3,CISCO FIREPOWER
Security - Network Firewalls and Intrusion Prevention Systems,FirePOWER - SSL Appliance (Sourcefire),6.6.0,1,6.6.0
Data Center Storage and Storage Area Networking (SAN),HyperFlex Data Platform - Cisco Container Platform (CCP),HYPERFLEX 2.0.1,3,2.0.1
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,ucs-k9-bundle-infra.4.1.2b.A.bin,3,4.1.2b
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,ucs-k9-bundle-b-series.4.1.3c.B.bin,3,4.1.3c
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,4.0(4g),1,4.0.4g
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,4.1(1b),1,4.1.1b
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,4.1(2a),1,4.1.2a
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,ucs-k9-bundle-infra.4.2.2d.A.bin,3,4.2.2d
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,N10-MGT UCSM 2.2(2),3,2.2.2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,ucs-k9-bundle-infra.4.1.3c.A.bin,3,4.1.3c
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,ucs-6300-k9-bundle-infra.4.1.3h.A.bin,3,4.1.3h
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,2.1(3b),1,2.1.3b
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,4.1(3i),1,4.1.3i
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,3.1(1g),1,3.1.1g
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,4.1(2b),1,4.1.2b
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,4.2(2c),1,4.2.2c
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Upgrade,4.1(3c),1,4.1.3c
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Application Control, VDB, Network Discovery, Open AVC (Sourcefire)",FPHIGH,3,FPHIGH
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Application Control, VDB, Network Discovery, Open AVC (Sourcefire)",Sourcefire_3D_Defense_Center_S3_Patch-6.2.0.1-59.sh,3,6.2.0.1.59
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Application Control, VDB, Network Discovery, Open AVC (Sourcefire)",Sourcefire_3D_Defense_Center_S3_Patch-6.1.0.3-57.sh,3,6.1.0.3.57
Identity Services Engine (ISE) - 2.4,ISE Guest / Sponsor / SAML,2.4.0,1,2.4.0
Identity Services Engine (ISE) - 2.6 and Prior,ISE Dashboards / LiveLogs / Context Visibility,ise-2.6.0.156.SPA.x86_64.iso,3,2.6.0.156
Hardware,"Hardware failure, Need Replacement (RMA)",NA - RMA,30,NA - RMA
Hardware,"Hardware failure, Need Replacement (RMA)",16.6.4,1,16.6.4
Hardware,"Hardware failure, Need Replacement (RMA)",1,4,1
Hardware,"Hardware failure, Need Replacement (RMA)",9.6(4)3,1,9.6.4.3
Voice - Communications Manager Express (CME) and/or Unity Express (CUE),Communications Manager Express (CME),THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Identity Services Engine (ISE) - 2.3 and Prior,ISE Admin Access,ise-2.3.0.298.SPA.x86_64.iso,6,2.3.0.298
Identity Services Engine (ISE) - 2.3 and Prior,ISE Admin Access,ISE,3,ISE
Identity Services Engine (ISE) - 2.3 and Prior,ISE Admin Access,ISE-2.3.0.298-virtual-SNS3515-600.ova,3,2.3.0.298
NMS (Network Management Services),"Prime Infrastructure 3.0  (performance, process crash and wired)",PRIME INFRASTRUCTURE,3,PRIME INFRASTRUCTURE
LAN Switching,Cat3650 - Switching Issues,cat3k_caa-universalk9.SPA.03.07.05.E.152-3.E5.bin,3,03.07.05
LAN Switching,Cat3650 - Switching Issues,NA - COMPONENT ONLY,12,NA - COMPONENT ONLY
LAN Switching,Cat3650 - Switching Issues,3.7.3E,1,3.7.3E
LAN Switching,Cat3650 - Switching Issues,cat3k_caa-universalk9.SPA.03.06.04.E.152-2.E4.bin,6,03.06.04
LAN Switching,Cat3650 - Switching Issues,cat3k_caa-universalk9.16.03.07.SPA.bin,6,16.03.07
LAN Switching,Cat3650 - Switching Issues,cat3k_caa-universalk9.16.03.05b.SPA.bin,9,16.03.05b
LAN Switching,Cat3650 - Switching Issues,cat3k_caa-universalk9.SPA.03.07.04.E.152-3.E4.bin,3,03.07.04
LAN Switching,Cat3650 - Switching Issues,NA - RMA,6,NA - RMA
LAN Switching,Cat3650 - Switching Issues,cat3k_caa-universalk9.16.06.05.SPA.bin,3,16.06.05
LAN Switching,Cat3650 - Switching Issues,1,1,1
LAN Switching,Cat3650 - Switching Issues,cat3k_caa-universalk9.16.03.06.SPA.bin,3,16.03.06
LAN Switching,Cat3650 - Switching Issues,16.12.2,1,16.12.2
LAN Switching,Cat3650 - Switching Issues,cat3k_caa-universalk9.16.05.01a.SPA.bin,3,16.05.01a
LAN Switching,Cat3650 - Switching Issues,16.3.6,2,16.3.6
LAN Switching,Cat3650 - Switching Issues,5.6.2,1,5.6.2
XR-Routing-Platforms,"ASR 9000 Series - Software Infra (Processes, Crashes, memory, CPU utilization)",1,1,1
Wireless,8500 Series Wireless Controller (AIR-CT8500),AIR-CT8500-K9-8-3-143-0.aes,3,8.3.143.0
Wireless,8500 Series Wireless Controller (AIR-CT8500),AIR-CT5500-K9-8-2-166-0.aes,3,8.2.166.0
Wireless,8500 Series Wireless Controller (AIR-CT8500),WLC RRM/RF/CLEANAIR,3,WLC RRM/RF/CLEANAIR
Wireless,8500 Series Wireless Controller (AIR-CT8500),AIR-CT8500-K9-8-2-141-0.aes,3,8.2.141.0
LAN Switching,Cat6500/6800 (Supervisor 2T) Standalone,s6t64-adventerprisek9-mz.SPA.155-1.SY3,3,155.1
LAN Switching,Cat6500/6800 (Supervisor 2T) Standalone,1,1,1
Data Center and Storage Networking,"Nexus 7000 Series Switch - Interface, Port Channel (inc. VPC), Trunk, VLAN, Spanning Tree",8.4(2),1,8.4.2
Data Center and Storage Networking,"Nexus 7000 Series Switch - Interface, Port Channel (inc. VPC), Trunk, VLAN, Spanning Tree",n7000-s2-dk9-npe.8.2.3.bin,3,8.2.3
Data Center and Storage Networking,"Nexus 7000 Series Switch - Interface, Port Channel (inc. VPC), Trunk, VLAN, Spanning Tree",7.3(5)D1(1),1,7.3.5
Data Center and Storage Networking,"Nexus 7000 Series Switch - Interface, Port Channel (inc. VPC), Trunk, VLAN, Spanning Tree",9.3(9)EFT,2,9.3.9
Data Center and Storage Networking,"Nexus 7000 Series Switch - Interface, Port Channel (inc. VPC), Trunk, VLAN, Spanning Tree",n5000-uk9-kickstart.7.3.7.N1.1.bin,3,7.3.7
LAN Switching,Cat6500/6800 Troubleshooting High CPU (all Supervisors),s6t64-adventerprisek9-mz.SPA.155-1.SY3,3,155.1
LAN Switching,Cat6500/6800 Troubleshooting High CPU (all Supervisors),15.5(1)SY,1,15.5.1
LAN Switching,Cat6500/6800 Troubleshooting High CPU (all Supervisors),15.5(1)SY3,1,15.5.1
LAN Switching,Cat6500/6800 Troubleshooting High CPU (all Supervisors),15.1(2)SY1,1,15.1.2
LAN Switching,Cat6500/6800 Troubleshooting High CPU (all Supervisors),12.2(33)SXH1,1,12.2.33
Identity Services Engine (ISE) - 2.3 and Prior,ISE Dashboards / LiveLogs / Context Visibility,ISE-2.3.0.298-virtual-eval.ova,6,2.3.0.298
Identity Services Engine (ISE) - 2.3 and Prior,ISE Dashboards / LiveLogs / Context Visibility,ise-2.4.0.357.SPA.x86_64.iso,3,2.4.0.357
Identity Services Engine (ISE) - 2.3 and Prior,ISE Dashboards / LiveLogs / Context Visibility,ise-2.3.0.298.SPA.x86_64.iso,3,2.3.0.298
Cisco DNA - Software-Defined Access,Cisco DNA Center Appliance (SD-Access),1.3,1,1.3
Data Center Storage and Storage Area Networking (SAN),Hyperflex Hardware Infrastructure - Upgrade,storfs-packages-4.5.2b-39637.tgz,3,4.5.2b
LAN Switching,Cat6500 Virtual Switch System (VSS),s72033-advipservicesk9_wan-mz.122-33.SXI2,3,122.33
LAN Switching,Cat6500 Virtual Switch System (VSS),c7200-adventerprisek9-mz.122-33.SRE2,3,122.33
LAN Switching,Cat6500 Virtual Switch System (VSS),s72033-advipservicesk9_wan-vz.122-33.SXI2a,3,122.33
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Security Intelligence, Geolocation and URL Filtering, DNS Policy (Sourcefire)",CISCO FIREPOWER,6,CISCO FIREPOWER
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Security Intelligence, Geolocation and URL Filtering, DNS Policy (Sourcefire)",Cisco_Firepower_Mgmt_Center_Upgrade-6.4.0-102.sh,3,6.4.0.102
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Security Intelligence, Geolocation and URL Filtering, DNS Policy (Sourcefire)",Sourcefire_3D_Defense_Center_S3_Patch-6.2.3.15-38.sh.REL.tar,3,6.2.3.15.38
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Security Intelligence, Geolocation and URL Filtering, DNS Policy (Sourcefire)",FPMP,3,FPMP
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Security Intelligence, Geolocation and URL Filtering, DNS Policy (Sourcefire)",NA-CIN_CLOSE_SW,3,NA-CIN_CLOSE_SW
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Security Intelligence, Geolocation and URL Filtering, DNS Policy (Sourcefire)",Sourcefire_3D_Device_S3_Patch-6.1.0.3-57.sh,3,6.1.0.3.57
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Security Intelligence, Geolocation and URL Filtering, DNS Policy (Sourcefire)",6.4.0.7,1,6.4.0.7
Cisco DNA Center - Cloud,Cisco DNA Center Cloud - Assurance,cat9k_iosxe.17.03.03.SPA.bin,3,17.03.03
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Network Connectivity,3.2(3i),1,3.2.3i
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Network Connectivity,ucs-k9-bundle-b-series.4.2.1i.B.bin,3,4.2.1i
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Network Connectivity,ucs-6300-k9-bundle-infra.3.1.2c.A.bin,3,3.1.2c
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Network Connectivity,N10-MGT UCSM 3.1(2),6,3.1.2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Network Connectivity,4.1(3j),1,4.1.3j
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Network Connectivity,CIMC 2.0,3,2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Network Connectivity,NA - COMPONENT ONLY,3,NA - COMPONENT ONLY
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Network Connectivity,4.1(3c),3,4.1.3c
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Network Connectivity,4.0(2d),2,4.0.2d
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Network Connectivity,ucs-k9-bundle-infra.4.1.3j.A.bin,3,4.1.3j
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Network Connectivity,4.1(2a),1,4.1.2a
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Network Connectivity,4.1(3e),1,4.1.3e
Security - Management,Cisco Security Manager (CSM) - Application Issues,CSM4.12.0Service_Pack1.exe,3,4.12.0Se
Security - Management,Cisco Security Manager (CSM) - Application Issues,CS-MANAGER,6,CS-MANAGER
Security - Management,Cisco Security Manager (CSM) - Application Issues,CISCO FIREPOWER,3,CISCO FIREPOWER
Security - Management,Cisco Security Manager (CSM) - Application Issues,asa964-25-smp-k8.bin,3,964.25
Security - Management,Cisco Security Manager (CSM) - Application Issues,ASA,6,ASA
Security - Management,Cisco Security Manager (CSM) - Application Issues,6.2.3.10,1,6.2.3.10
Security - Management,Cisco Security Manager (CSM) - Application Issues,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-C Thermal, Fans, and Power Supply Alerts",4.1(3c),1,4.1.3c
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),AIR-CT5520-K9-8-5-120-0.aes,3,8.5.120.0
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),8.5.151.0,1,8.5.151.0
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),AIR-CT8540-K9-8-5-140-0.aes,3,8.5.140.0
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),8.10.130.0,6,8.10.130.0
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),AIR-CT5500-K9-8-0-150-0.aes,3,8.0.150.0
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),AIR-CT5500-K9-8-2-166-0.aes,3,8.2.166.0
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),AIR-CT8500-K9-8-2-166-0.aes,3,8.2.166.0
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),AIR-CT5520-K9-8-10-121-0.aes,3,8.10.121.0
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),AIR-CT8500-K9-8-0-152-0.aes,3,8.0.152.0
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),AIR-CT5520-K9-8-3-143-0.aes,3,8.3.143.0
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),8.5.135.0,2,8.5.135.0
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),AIR-CT8540-K9-8-10-151-0.aes,3,8.10.151.0
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),15.3(3)JA,1,15.3.3
Wireless,5520 Series Wireless LAN Controller (AIR-CT5520),8.3.X,1,8.3
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - CPU and Memory Utilization, Network and System Performance (Sourcefire)",ASA,6,ASA
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - CPU and Memory Utilization, Network and System Performance (Sourcefire)",CISCO FIREPOWER,12,CISCO FIREPOWER
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - CPU and Memory Utilization, Network and System Performance (Sourcefire)",FSIGHT,3,FSIGHT
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - CPU and Memory Utilization, Network and System Performance (Sourcefire)",Sourcefire_3D_Device_S3_Patch-6.1.0.3-57.sh,3,6.1.0.3.57
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - CPU and Memory Utilization, Network and System Performance (Sourcefire)",9.6(1),1,9.6.1
Hardware,Cat6000/Cat6500 Hardware Failure,NA - RMA,9,NA - RMA
Telepresence,TelePresence CMS - Cisco Meeting Server (Acano Server),CMS3.1.1,1,3.1.1
Telepresence,TelePresence CMS - Cisco Meeting Server (Acano Server),CMS3.1,1,3.1
Wireless,Cisco Prime Infrastructure (PI) 2.x and below - Wireless,PRIME INFRASTRUCTURE UNSUPPORTED FEATURE,3,PRIME INFRASTRUCTURE UNSUPPORTED FEATURE
Wireless,Prime Infrastructure 3.x and above (wireless device interop),NA-CIN_CLOSE_SW,6,NA-CIN_CLOSE_SW
Identity Services Engine (ISE) - 2.3 and Prior,ISE Performance (High CPU / Memory / IO / GUI Slowness),ISE-2.3.0.298-virtual-SNS3415-600.ova,3,2.3.0.298
Identity Services Engine (ISE) - 2.3 and Prior,ISE Performance (High CPU / Memory / IO / GUI Slowness),2.4.0,1,2.4.0
Identity Services Engine (ISE) - 2.3 and Prior,ISE Performance (High CPU / Memory / IO / GUI Slowness),ise-2.3.0.298.SPA.x86_64.iso,6,2.3.0.298
Identity Services Engine (ISE) - 2.3 and Prior,ISE Performance (High CPU / Memory / IO / GUI Slowness),2.3.0,1,2.3.0
Identity Services Engine (ISE) - 2.3 and Prior,ISE Performance (High CPU / Memory / IO / GUI Slowness),ISE-2.3.0.298-virtual-eval.ova,3,2.3.0.298
Identity Services Engine (ISE) - 2.3 and Prior,ISE Performance (High CPU / Memory / IO / GUI Slowness),ISE,3,ISE
Data Center and Storage Networking,Nexus 7000 Series Switch - Switching Issue,PRODUCT_NOT_FOUND,3,PRODUCT_NOT_FOUND
Data Center and Storage Networking,Nexus 7000 Series Switch - Switching Issue,n7700-s2-dk9.8.2.6.bin,3,8.2.6
Data Center and Storage Networking,Nexus 7000 Series Switch - Switching Issue,7.3(3)D1(1),1,7.3.3
Data Center and Storage Networking,Nexus 7000 Series Switch - Switching Issue,n5000-uk9.7.3.7.N1.1a.bin,3,7.3.7
Data Center and Storage Networking,Nexus 7000 Series Switch - Switching Issue,n7000-s2-dk9.7.3.3.D1.1.bin,3,7.3.3
Data Center and Storage Networking,Nexus 7000 Series Switch - Switching Issue,8.2(6),2,8.2.6
Data Center and Storage Networking,Nexus 7000 Series Switch - Switching Issue,7.3(3)E4,1,7.3.3
Data Center and Storage Networking,Nexus 7000 Series Switch - Switching Issue,NA - RMA,3,NA - RMA
Data Center and Storage Networking,Nexus 7000 Series Switch - Switching Issue,1,1,1
Data Center Storage and Storage Area Networking (SAN),Hyperflex Data Platform - System/Other,3.5(2a),1,3.5.2a
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Storage - Local (Hard Disk, FlexFlash, NVMe, etc.)",NA - RMA,3,NA - RMA
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Storage - Local (Hard Disk, FlexFlash, NVMe, etc.)",N10-MGT UCSM 2.2(3),3,2.2.3
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Storage - Local (Hard Disk, FlexFlash, NVMe, etc.)",4.1(3c),2,4.1.3c
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Storage - Local (Hard Disk, FlexFlash, NVMe, etc.)",4.0(2d),2,4.0.2d
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Storage - Local (Hard Disk, FlexFlash, NVMe, etc.)",4.0(4g),1,4.0.4g
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Storage - Local (Hard Disk, FlexFlash, NVMe, etc.)",4.1(3i),1,4.1.3i
Cisco DNA Center - On-Prem,Cisco DNA Center - LAN Automation (SDA),asr1000rpx86-universalk9.17.03.04a.SPA.bin,3,17.03.04a
Cisco DNA Center - On-Prem,Cisco DNA Center - LAN Automation (SDA),17.3.5,1,17.3.5
Cisco DNA Center - On-Prem,Cisco DNA Center - LAN Automation (SDA),2.2.2.8-AIRGAP,1,2.2.2.8
LAN Switching,"Cat6000, 6500 Hardware Failure",NA - RMA,24,NA - RMA
Router and IOS-XE Architecture,IOS-XE Boot Failure,s6t64-adventerprisek9_npe-mz.SPA.155-1.SY,3,155.1
LAN Switching,Industrial Ethernet 4000 / 5000 (IE-4000 / 5000),1,2,1
LAN Switching,Industrial Ethernet 4000 / 5000 (IE-4000 / 5000),NA - COMPONENT ONLY,6,NA - COMPONENT ONLY
Telepresence,Telepresence Management Suite Extension for Microsoft Exchange (TMSXE),TMSXE_5.13,2,5.13
Telepresence,Telepresence Management Suite Extension for Microsoft Exchange (TMSXE),TMS_15.6.0,1,15.6.0
Telepresence,Telepresence Management Suite Extension for Microsoft Exchange (TMSXE),TMSXE_5.7,1,5.7
Telepresence,Telepresence Management Suite Extension for Microsoft Exchange (TMSXE),TMS_15.6.1,1,15.6.1
Security - Access Control - AAA and Policy Management,"Cisco Trusted Security (TrustSec, SGT, SGACL, SXP, SGFW)",ISE-2.3.0.298-virtual-eval.ova,9,2.3.0.298
Security - Access Control - AAA and Policy Management,"Cisco Trusted Security (TrustSec, SGT, SGACL, SXP, SGFW)",ISE-2.3.0.298-virtual-SNS3415-200.ova,3,2.3.0.298
Security - Access Control - AAA and Policy Management,"Cisco Trusted Security (TrustSec, SGT, SGACL, SXP, SGFW)",3.0.0-BETA-DROP4,1,3.0.0
Security - Access Control - AAA and Policy Management,"Cisco Trusted Security (TrustSec, SGT, SGACL, SXP, SGFW)",cat9k_iosxe.16.12.04.SPA.bin,3,16.12.04
Security - Access Control - AAA and Policy Management,"Cisco Trusted Security (TrustSec, SGT, SGACL, SXP, SGFW)",ISE,3,ISE
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)",CISCO FIREPOWER,9,CISCO FIREPOWER
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)",9.4,1,9.4
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)",Cisco_FTD_Patch-6.4.0.7-53.sh.REL.tar,3,6.4.0.7.53
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)",6.1,1,6.1
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)",6.6.1,1,6.6.1
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Software and Security Update, Reimage and Migrate (Sourcefire)",6.4.0,1,6.4.0
NMS (Network Management Services),"Prime Infrastructure 3.8 (performance, process crash and wired)",15.4(3)M3,1,15.4.3
NMS (Network Management Services),"Prime Infrastructure 3.8 (performance, process crash and wired)",PI_3_8_1-1.0.6.ubf,3,1.1.0.6
NMS (Network Management Services),Cisco Prime Infrastructure (PI) 2.x and below - WAN (Wired),NCS LICENSING,3,NCS LICENSING
NMS (Network Management Services),Cisco Prime Infrastructure (PI) 2.x and below - WAN (Wired),PRIME INFRASTRUCTURE,3,PRIME INFRASTRUCTURE
Wireless,2800 Series Access Point,AIR-CT8500-K9-8-5-103-0.aes,3,8.5.103.0
Wireless,2800 Series Access Point,WLC AP JOIN,6,WLC AP JOIN
Wireless,2800 Series Access Point,AIR-CT5520-K9-8-3-143-0.aes,3,8.3.143.0
Wireless,2800 Series Access Point,AIR-CT8500-K9-8-3-143-0.aes,3,8.3.143.0
Wireless,2800 Series Access Point,WLC INTERFACES/DHCP,3,WLC INTERFACES/DHCP
Wireless,2800 Series Access Point,1,1,1
Cisco DNA Center - On-Prem,Cisco DNA Center - Assurance,1.3.3.7,2,1.3.3.7
Cisco DNA Center - On-Prem,Cisco DNA Center - Assurance,2.2.3.6-AIRGAP,1,2.2.3.6
Cisco DNA Center - On-Prem,Cisco DNA Center - Assurance,cat9k_iosxe.16.12.04.SPA.bin,3,16.12.04
Cisco DNA Center - On-Prem,Cisco DNA Center - Assurance,2.3.3.6,1,2.3.3.6
Cisco DNA Center - On-Prem,Cisco DNA Center - Assurance,2.3.3.7-72323,1,2.3.3.7.72323
